subject_base,subject,sperson,subject_translation,tense_translation,tense_base,tense,object,operson,object_translation,object_base,verb_translation,verb_type,control,verb,verb_base,person,text,text_breakdown,text_label
SW̱,2sgint,2,you,present,-,prs,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL SW̱,ĆÁNEL__ _SW̱,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3plNC,3,Them,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱SE¸ SW̱ HÁLE,SEJNOW̱__SE¸ SW̱ HÁLE,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3plNC,3,Them,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱SE¸ SW̱ HÁLE,QENNEW̱__SE¸ SW̱ HÁLE,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3plNC,3,Them,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱SE¸ SW̱ HÁLE,ȻENÁṈNEW̱__SE¸ SW̱ HÁLE,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱SE¸ SW̱ HÁLE,SEJNOW̱__SE¸ SW̱ HÁLE,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱SE¸ SW̱ HÁLE,QENNEW̱__SE¸ SW̱ HÁLE,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱SE¸ SW̱ HÁLE,ȻENÁṈNEW̱__SE¸ SW̱ HÁLE,verb_object_tense
SW̱,2sgtran,2,You,future,SE¸,fut,3plNC,3,Them,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱SE¸ SW̱,SEJNOW̱__SE¸ SW̱,verb_object_tense
SW̱,2sgtran,2,You,future,SE¸,fut,3plNC,3,Them,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱SE¸ SW̱,QENNEW̱__SE¸ SW̱,verb_object_tense
SW̱,2sgtran,2,You,future,SE¸,fut,3plNC,3,Them,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱SE¸ SW̱,ȻENÁṈNEW̱__SE¸ SW̱,verb_object_tense
SW̱,2sgtran,2,You,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱SE¸ SW̱,SEJNOW̱__SE¸ SW̱,verb_object_tense
SW̱,2sgtran,2,You,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱SE¸ SW̱,QENNEW̱__SE¸ SW̱,verb_object_tense
SW̱,2sgtran,2,You,future,SE¸,fut,3sgNC,3,Her/Him/It,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱SE¸ SW̱,ȻENÁṈNEW̱__SE¸ SW̱,verb_object_tense
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3pl,3,them,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SE¸ SW̱ HÁLE,W̱EĆET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3pl,3,them,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SE¸ SW̱ HÁLE,ŚÁMET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3pl,3,them,,look at it,transitive,contr,QENET,QENET,,QENET SE¸ SW̱ HÁLE,QENET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3pl,3,them,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SE¸ SW̱ HÁLE,ȽIȾET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3pl,3,them,,bite it,transitive,contr,KIQET,KIQET,,KIQET SE¸ SW̱ HÁLE,KIQET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3pl,3,them,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SE¸ SW̱ HÁLE,ȻENÁṈET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3sg,3,Her/Him/It,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SE¸ SW̱ HÁLE,W̱EĆET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3sg,3,Her/Him/It,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SE¸ SW̱ HÁLE,ŚÁMET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3sg,3,Her/Him/It,,look at it,transitive,contr,QENET,QENET,,QENET SE¸ SW̱ HÁLE,QENET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3sg,3,Her/Him/It,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SE¸ SW̱ HÁLE,ȽIȾET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3sg,3,Her/Him/It,,bite it,transitive,contr,KIQET,KIQET,,KIQET SE¸ SW̱ HÁLE,KIQET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,3sg,3,Her/Him/It,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SE¸ SW̱ HÁLE,ȻENÁṈET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3pl,3,them,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SE¸ SW̱,W̱EĆET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3pl,3,them,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SE¸ SW̱,ŚÁMET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3pl,3,them,,look at it,transitive,contr,QENET,QENET,,QENET SE¸ SW̱,QENET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3pl,3,them,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SE¸ SW̱,ȽIȾET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3pl,3,them,,bite it,transitive,contr,KIQET,KIQET,,KIQET SE¸ SW̱,KIQET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3pl,3,them,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SE¸ SW̱,ȻENÁṈET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3sg,3,Her/Him/It,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET SE¸ SW̱,W̱EĆET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3sg,3,Her/Him/It,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET SE¸ SW̱,ŚÁMET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3sg,3,Her/Him/It,,look at it,transitive,contr,QENET,QENET,,QENET SE¸ SW̱,QENET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3sg,3,Her/Him/It,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET SE¸ SW̱,ȽIȾET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3sg,3,Her/Him/It,,bite it,transitive,contr,KIQET,KIQET,,KIQET SE¸ SW̱,KIQET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,3sg,3,Her/Him/It,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET SE¸ SW̱,ȻENÁṈET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1plNC,1,Us,OL¸W̱,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOL¸W̱ SE¸ SW̱ HÁLE,SEJN_OL¸W̱ _SE¸ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1plNC,1,Us,OL¸W̱,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOL¸W̱ SE¸ SW̱ HÁLE,QENN_OL¸W̱ _SE¸ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1plNC,1,Us,OL¸W̱,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOL¸W̱ SE¸ SW̱ HÁLE,ȻENÁṈN_OL¸W̱ _SE¸ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1sgNC,1,Me,OṈES,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈES SE¸ SW̱ HÁLE,SEJN_OṈES _SE¸ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1sgNC,1,Me,OṈES,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈES SE¸ SW̱ HÁLE,QENN_OṈES _SE¸ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1sgNC,1,Me,OṈES,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈES SE¸ SW̱ HÁLE,ȻENÁṈN_OṈES _SE¸ _SW̱ HÁLE,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1plNC,1,Us,OL¸W̱,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOL¸W̱ SE¸ SW̱,SEJN_OL¸W̱ _SE¸ _SW̱,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1plNC,1,Us,OL¸W̱,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOL¸W̱ SE¸ SW̱,QENN_OL¸W̱ _SE¸ _SW̱,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1plNC,1,Us,OL¸W̱,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOL¸W̱ SE¸ SW̱,ȻENÁṈN_OL¸W̱ _SE¸ _SW̱,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1sgNC,1,Me,OṈES,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOṈES SE¸ SW̱,SEJN_OṈES _SE¸ _SW̱,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1sgNC,1,Me,OṈES,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNOṈES SE¸ SW̱,QENN_OṈES _SE¸ _SW̱,verb_objectverb_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1sgNC,1,Me,OṈES,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNOṈES SE¸ SW̱,ȻENÁṈN_OṈES _SE¸ _SW̱,verb_objectverb_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1pl,1,us,OL¸W̱,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆETOL¸W̱ SE¸ SW̱ HÁLE,W̱EĆET_OL¸W̱ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1pl,1,us,OL¸W̱,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMETOL¸W̱ SE¸ SW̱ HÁLE,ŚÁMET_OL¸W̱ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1pl,1,us,OL¸W̱,look at it,transitive,contr,QENET,QENET,,QENETOL¸W̱ SE¸ SW̱ HÁLE,QENET_OL¸W̱ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1pl,1,us,OL¸W̱,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾETOL¸W̱ SE¸ SW̱ HÁLE,ȽIȾET_OL¸W̱ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1pl,1,us,OL¸W̱,bite it,transitive,contr,KIQET,KIQET,,KIQETOL¸W̱ SE¸ SW̱ HÁLE,KIQET_OL¸W̱ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1pl,1,us,OL¸W̱,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈETOL¸W̱ SE¸ SW̱ HÁLE,ȻENÁṈET_OL¸W̱ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1sg,1,Me,S,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆES SE¸ SW̱ HÁLE,W̱EĆE_S _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1sg,1,Me,S,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMES SE¸ SW̱ HÁLE,ŚÁME_S _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1sg,1,Me,S,look at it,transitive,contr,QENET,QENET,,QENES SE¸ SW̱ HÁLE,QENE_S _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1sg,1,Me,S,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾES SE¸ SW̱ HÁLE,ȽIȾE_S _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1sg,1,Me,S,bite it,transitive,contr,KIQET,KIQET,,KIQES SE¸ SW̱ HÁLE,KIQE_S _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2pltran,2,you folks,future,SE¸,fut,1sg,1,Me,S,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈES SE¸ SW̱ HÁLE,ȻENÁṈE_S _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1pl,1,us,OL¸W̱,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆETOL¸W̱ SE¸ SW̱,W̱EĆET_OL¸W̱ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1pl,1,us,OL¸W̱,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMETOL¸W̱ SE¸ SW̱,ŚÁMET_OL¸W̱ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1pl,1,us,OL¸W̱,look at it,transitive,contr,QENET,QENET,,QENETOL¸W̱ SE¸ SW̱,QENET_OL¸W̱ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1pl,1,us,OL¸W̱,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾETOL¸W̱ SE¸ SW̱,ȽIȾET_OL¸W̱ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1pl,1,us,OL¸W̱,bite it,transitive,contr,KIQET,KIQET,,KIQETOL¸W̱ SE¸ SW̱,KIQET_OL¸W̱ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1pl,1,us,OL¸W̱,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈETOL¸W̱ SE¸ SW̱,ȻENÁṈET_OL¸W̱ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1sg,1,Me,S,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆES SE¸ SW̱,W̱EĆE_S _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1sg,1,Me,S,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMES SE¸ SW̱,ŚÁME_S _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1sg,1,Me,S,look at it,transitive,contr,QENET,QENET,,QENES SE¸ SW̱,QENE_S _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1sg,1,Me,S,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾES SE¸ SW̱,ȽIȾE_S _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1sg,1,Me,S,bite it,transitive,contr,KIQET,KIQET,,KIQES SE¸ SW̱,KIQE_S _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgtran,2,You,future,SE¸,fut,1sg,1,Me,S,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈES SE¸ SW̱,ȻENÁṈE_S _SE¸ _SW̱,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,future,SE¸,fut,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ SE¸ SW̱ HÁLE,YÁ¸_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,future,SE¸,fut,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET SE¸ SW̱ HÁLE,ITET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,future,SE¸,fut,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET SE¸ SW̱ HÁLE,EMET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,future,SE¸,fut,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET SE¸ SW̱ HÁLE,ȻONEṈET_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,future,SE¸,fut,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ SE¸ SW̱ HÁLE,ĆȺ_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱ HÁLE,2plint,2,you folks,future,SE¸,fut,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL SE¸ SW̱ HÁLE,ĆÁNEL_ _SE¸ _SW̱ HÁLE,verb_object_tense_subject
SW̱,2sgint,2,you,future,SE¸,fut,none,none,no object,,go,intransitive,,YÁ¸,YÁ¸,,YÁ¸ SE¸ SW̱,YÁ¸_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,future,SE¸,fut,none,none,no object,,sleep,intransitive,,ITET,ITET,,ITET SE¸ SW̱,ITET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,future,SE¸,fut,none,none,no object,,sit up or down,intransitive,,EMET,EMET,,EMET SE¸ SW̱,EMET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,future,SE¸,fut,none,none,no object,,run,intransitive,,ȻONEṈET,ȻONEṈET,,ȻONEṈET SE¸ SW̱,ȻONEṈET_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,future,SE¸,fut,none,none,no object,,work,intransitive,,ĆȺ,ĆȺ,,ĆȺ SE¸ SW̱,ĆȺ_ _SE¸ _SW̱,verb_object_tense_subject
SW̱,2sgint,2,you,future,SE¸,fut,none,none,no object,,move,intransitive,,ĆÁNEL,ĆÁNEL,,ĆÁNEL SE¸ SW̱,ĆÁNEL_ _SE¸ _SW̱,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3plNC,3,Them,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱LE¸ ȽTE,SEJNOW̱__LE¸ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,past,LE¸,past,3plNC,3,Them,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱LE¸ ȽTE,QENNEW̱__LE¸ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,past,LE¸,past,3plNC,3,Them,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱LE¸ ȽTE,ȻENÁṈNEW̱__LE¸ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,past,LE¸,past,3sgNC,3,Her/Him/It,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱LE¸ ȽTE,SEJNOW̱__LE¸ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,past,LE¸,past,3sgNC,3,Her/Him/It,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱LE¸ ȽTE,QENNEW̱__LE¸ ȽTE,verb_object_tense
ȽTE,1pltran,1,we,past,LE¸,past,3sgNC,3,Her/Him/It,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱LE¸ ȽTE,ȻENÁṈNEW̱__LE¸ ȽTE,verb_object_tense
SEN,1sgtran,1,I,past,LE¸,past,3plNC,3,Them,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱LE¸ SEN,SEJNOW̱__LE¸ SEN,verb_object_tense
SEN,1sgtran,1,I,past,LE¸,past,3plNC,3,Them,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱LE¸ SEN,QENNEW̱__LE¸ SEN,verb_object_tense
SEN,1sgtran,1,I,past,LE¸,past,3plNC,3,Them,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱LE¸ SEN,ȻENÁṈNEW̱__LE¸ SEN,verb_object_tense
SEN,1sgtran,1,I,past,LE¸,past,3sgNC,3,Her/Him/It,,manage to hit it,transitive,noncontr,SEJNOW̱,SEJNOW̱,,SEJNOW̱LE¸ SEN,SEJNOW̱__LE¸ SEN,verb_object_tense
SEN,1sgtran,1,I,past,LE¸,past,3sgNC,3,Her/Him/It,,manage to see it,transitive,noncontr,QENNEW̱,QENNEW̱,,QENNEW̱LE¸ SEN,QENNEW̱__LE¸ SEN,verb_object_tense
SEN,1sgtran,1,I,past,LE¸,past,3sgNC,3,Her/Him/It,,manage to help it,transitive,noncontr,ȻENÁṈNEW̱,ȻENÁṈNEW̱,,ȻENÁṈNEW̱LE¸ SEN,ȻENÁṈNEW̱__LE¸ SEN,verb_object_tense
ȽTE,1pltran,1,we,past,LE¸,past,3pl,3,them,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET LE¸ ȽTE,W̱EĆET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3pl,3,them,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET LE¸ ȽTE,ŚÁMET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3pl,3,them,,look at it,transitive,contr,QENET,QENET,,QENET LE¸ ȽTE,QENET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3pl,3,them,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET LE¸ ȽTE,ȽIȾET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3pl,3,them,,bite it,transitive,contr,KIQET,KIQET,,KIQET LE¸ ȽTE,KIQET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3pl,3,them,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET LE¸ ȽTE,ȻENÁṈET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3sg,3,Her/Him/It,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET LE¸ ȽTE,W̱EĆET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3sg,3,Her/Him/It,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET LE¸ ȽTE,ŚÁMET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3sg,3,Her/Him/It,,look at it,transitive,contr,QENET,QENET,,QENET LE¸ ȽTE,QENET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3sg,3,Her/Him/It,,cut it,transitive,contr,ȽIȾET,ȽIȾET,,ȽIȾET LE¸ ȽTE,ȽIȾET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3sg,3,Her/Him/It,,bite it,transitive,contr,KIQET,KIQET,,KIQET LE¸ ȽTE,KIQET_ _LE¸ _ȽTE,verb_object_tense_subject
ȽTE,1pltran,1,we,past,LE¸,past,3sg,3,Her/Him/It,,help it,transitive,contr,ȻENÁṈET,ȻENÁṈET,,ȻENÁṈET LE¸ ȽTE,ȻENÁṈET_ _LE¸ _ȽTE,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3pl,3,them,,wake it,transitive,contr,W̱EĆET,W̱EĆET,,W̱EĆET LE¸ SEN,W̱EĆET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3pl,3,them,,dry it,transitive,contr,ŚÁMET,ŚÁMET,,ŚÁMET LE¸ SEN,ŚÁMET_ _LE¸ _SEN,verb_object_tense_subject
SEN,1sgtran,1,I,past,LE¸,past,3pl,3,them,,look at it,transitive,contr,QENET,QENET,,QENET LE¸ SEN,QENET_ _LE¸ _SEN,verb_object_tense_subject
